start_date,end_date,symbol
2026-01-01,2026-12-31,GOLD
2026-01-01,2026-12-31,SILVER
2026-01-01,2026-12-31,OIL
2026-01-01,2026-12-31,COPPER
2026-01-01,2026-12-31,WHEAT
2026-01-01,2026-12-31,SHEL
2026-01-01,2026-12-31,BYDDF
2026-01-01,2026-12-31,ARAMCO
2026-01-01,2026-12-31,BP
2026-01-01,2026-12-31,BTC
