start_date,end_date,symbol
2025-01-01,2025-12-31,HIWS
2025-01-01,2025-12-31,ROG
2025-01-01,2025-12-31,GOLD
2025-01-01,2025-12-31,USDT
2025-01-01,2025-12-31,AZN
2025-01-01,2025-12-31,LLY
2025-01-01,2025-12-31,NOVN
2025-01-01,2025-12-31,SILVER
2025-01-01,2025-12-31,CJ6
2025-01-01,2025-12-31,SSW
