start_date,end_date,symbol
2026-01-01,2026-12-31,UMMA
2026-01-01,2026-12-31,AMZN
2026-01-01,2026-12-31,OIL
2026-01-01,2026-12-31,ETH
2026-01-01,2026-12-31,BTC
2026-01-01,2026-12-31,TSLA
2026-01-01,2026-12-31,MSFT
2026-01-01,2026-12-31,GOLD
2026-01-01,2026-12-31,AAPL
2026-01-01,2026-12-31,SILVER
