start_date,end_date,symbol
2025-01-01,2025-12-31,ISWD
2025-01-01,2025-12-31,NVDA
2025-01-01,2025-12-31,GOLD
2025-01-01,2025-12-31,BTC
2025-01-01,2025-12-31,ASML
2025-01-01,2025-12-31,TSLA
2025-01-01,2025-12-31,BYDDF
2025-01-01,2025-12-31,ARAMCO
2025-01-01,2025-12-31,FSLR
2025-01-01,2025-12-31,AMD
