start_date,end_date,symbol
2025-01-01,2025-12-31,QQQ
2025-01-01,2025-12-31,BTC
2025-01-01,2025-12-31,JNJ
2025-01-01,2025-12-31,GSK
2025-01-01,2025-12-31,AZN
2025-01-01,2025-12-31,NVDA
2025-01-01,2025-12-31,MSFT
2025-01-01,2025-12-31,GOOGL
2025-01-01,2025-12-31,AAPL
2025-01-01,2025-12-31,META
