start_date,end_date,symbol
2026-01-01,2026-12-31,NVDA
2026-01-01,2026-12-31,GOOGL
2026-01-01,2026-12-31,MSFT
2026-01-01,2026-12-31,TSLA
2026-01-01,2026-12-31,AMD
2026-01-01,2026-12-31,AVGO
2026-01-01,2026-12-31,BYDDF
2026-01-01,2026-12-31,SAMSUNG
2026-01-01,2026-12-31,AAPL
2026-01-01,2026-12-31,META
