start_date,end_date,symbol
2025-01-01,2025-12-31,HLAL
2025-01-01,2025-12-31,AMZN
2025-01-01,2025-12-31,GOLD
2025-01-01,2025-12-31,BTC
2025-01-01,2025-12-31,NVDA
2025-01-01,2025-12-31,BYDDF
2025-01-01,2025-12-31,SILVER
2025-01-01,2025-12-31,OIL
2025-01-01,2025-12-31,COPPER
2025-01-01,2025-12-31,ETH
