date,value
2025-12-01,99.54000091552734
2025-12-02,101.19999694824219
2025-12-03,102.8499984741211
2025-12-04,105.44999694824219
2025-12-05,106.9000015258789
2025-12-08,106.9000015258789
2025-12-09,106.8499984741211
2025-12-10,106.80000305175781
2025-12-11,107.1500015258789
2025-12-12,108.5999984741211
2025-12-15,108.5999984741211
2025-12-16,106.69999694824219
2025-12-17,106.69999694824219
2025-12-18,106.69999694824219
2025-12-19,104.05000305175781
2025-12-22,104.1500015258789
2025-12-23,103.75
