date,value
2026-01-02,481.81451416015625
2026-01-05,487.9314270019531
2026-01-06,492.7532653808594
2026-01-07,488.1207275390625
2026-01-08,490.6810607910156
2026-01-09,493.1617431640625
2026-01-12,494.03839111328125
2026-01-13,490.0932922363281
2026-01-14,489.734619140625
2026-01-15,492.623779296875
2026-01-16,491.7457580566406
2026-01-20,483.2347106933594
2026-01-21,489.1346130371094
2026-01-22,492.01483154296875
2026-01-23,489.26416015625
2026-01-26,492.3835754394531
2026-01-27,488.3971252441406
2026-01-28,488.4669189453125
2026-01-29,488.5466003417969
2026-01-30,487.3706359863281
2026-02-02,492.3536682128906
2026-02-03,490.6394958496094
2026-02-04,493.07122802734375
2026-02-05,487.25103759765625
2026-02-06,499.3299255371094
2026-02-09,499.5192565917969
2026-02-10,500.1969299316406
2026-02-11,499.62890625
2026-02-12,492.99151611328125
2026-02-13,493.59942626953125
2026-02-17,494.16748046875
2026-02-18,495.3135681152344
2026-02-19,492.7024841308594
2026-02-20,495.010498046875
2026-02-23,486.9579162597656
2026-02-24,490.7297668457031
2026-02-25,493.75323486328125
2026-02-26,493.7931213378906
2026-02-27,488.6043395996094
2026-03-02,488.1253662109375
2026-03-03,484.4732666015625
2026-03-04,486.6884765625
2026-03-05,478.8055114746094
2026-03-06,474.2054748535156
2026-03-09,476.8497314453125
2026-03-10,476.6701354980469
2026-03-11,473.7863464355469
2026-03-12,466.47216796875
2026-03-13,465.40447998046875
2026-03-16,469.28607177734375
2026-03-17,469.884765625
2026-03-18,462.0018310546875
2026-03-19,460.0660095214844
2026-03-20,455.8900146484375
2026-03-23,461.9700012207031
2026-03-24,461.1700134277344
2026-03-25,464.1400146484375
2026-03-26,459.30999755859375
2026-03-27,451.3900146484375
2026-03-30,452.05999755859375
