date,value
2026-01-02,496.8500061035156
2026-01-05,498.5199890136719
2026-01-06,499.04998779296875
2026-01-07,496.1199951171875
2026-01-08,499.7699890136719
2026-01-09,499.1000061035156
2026-01-12,498.6700134277344
2026-01-13,495.239990234375
2026-01-14,493.1499938964844
2026-01-15,492.6199951171875
2026-01-16,493.2900085449219
2026-01-20,485.3900146484375
2026-01-21,483.8299865722656
2026-01-22,484.489990234375
2026-01-23,478.9700012207031
2026-01-26,483.4700012207031
2026-01-27,474.6700134277344
2026-01-28,473.489990234375
2026-01-29,476.7900085449219
2026-01-30,480.5299987792969
2026-02-02,487.2900085449219
2026-02-03,493.739990234375
2026-02-04,503.8299865722656
2026-02-05,503.8900146484375
2026-02-06,508.0899963378906
2026-02-09,498.0799865722656
2026-02-10,500.29998779296875
2026-02-11,500.0199890136719
2026-02-12,500.010009765625
2026-02-13,497.54998779296875
2026-02-17,503.4100036621094
2026-02-18,499.07000732421875
2026-02-19,496.94000244140625
2026-02-20,498.20001220703125
2026-02-23,494.0899963378906
2026-02-24,494.510009765625
2026-02-25,493.989990234375
2026-02-26,502.6700134277344
2026-02-27,504.95001220703125
2026-03-02,480.1700134277344
2026-03-03,481.3599853515625
2026-03-04,487.4800109863281
2026-03-05,500.3999938964844
2026-03-06,498.9800109863281
2026-03-09,497.20001220703125
2026-03-10,494.1400146484375
2026-03-11,493.57000732421875
2026-03-12,491.8900146484375
2026-03-13,492.9649963378906
