date,value
2026-01-01,94.07868194580078
2026-01-02,98.11665344238281
2026-01-03,98.98158264160156
2026-01-04,99.64353942871094
2026-01-05,101.96727752685547
2026-01-06,104.52006530761719
2026-01-07,101.28398132324219
2026-01-08,102.9281997680664
2026-01-09,101.26544189453125
2026-01-10,101.23592376708984
2026-01-11,104.1453857421875
2026-01-12,103.32363891601562
2026-01-13,108.27000427246094
2026-01-14,109.19039916992188
2026-01-15,106.36546325683594
2026-01-16,108.25017547607422
2026-01-17,107.42626953125
2026-01-18,102.96597290039062
2026-01-19,99.36453247070312
2026-01-20,93.52694702148438
2026-01-21,96.4209213256836
2026-01-22,95.03150939941406
2026-01-23,93.33260345458984
2026-01-24,93.11380004882812
2026-01-25,86.91952514648438
2026-01-26,90.77754974365234
2026-01-27,91.89810180664062
2026-01-28,90.48928833007812
2026-01-29,85.1676254272461
2026-01-30,85.71656036376953
2026-01-31,77.00973510742188
2026-02-01,73.73958587646484
2026-02-02,76.4068603515625
2026-02-03,71.22936248779297
2026-02-04,67.44110107421875
2026-02-05,57.82600784301758
2026-02-06,64.26036834716797
2026-02-07,64.36769104003906
2026-02-08,63.95626449584961
2026-02-09,63.36626052856445
2026-02-10,60.82414627075195
2026-02-11,58.176902770996094
2026-02-12,57.531185150146484
2026-02-13,61.770225524902344
2026-02-14,64.58195495605469
2026-02-15,63.01937484741211
2026-02-16,61.27912902832031
