date,value
2026-01-02,437.8223876953125
2026-01-05,435.1728820800781
2026-01-06,431.7734680175781
2026-01-07,418.12591552734375
2026-01-08,415.5763244628906
2026-01-09,425.52459716796875
2026-01-12,426.5244140625
2026-01-13,436.82257080078125
2026-01-14,443.4214172363281
2026-01-15,437.8223876953125
2026-01-16,440.1719970703125
2026-01-19,437.6224365234375
2026-01-20,437.57244873046875
2026-01-21,445.1211242675781
2026-01-22,436.72259521484375
2026-01-23,443.5713806152344
2026-01-26,444.77117919921875
2026-01-27,451.9698791503906
2026-01-28,455.96917724609375
2026-01-29,462.5680236816406
2026-01-30,463.7178039550781
2026-02-02,461.7681579589844
2026-02-03,466.4173278808594
2026-02-04,477.66534423828125
2026-02-05,469.0168762207031
2026-02-06,477.96527099609375
2026-02-09,477.5653381347656
2026-02-10,448.27056884765625
2026-02-11,472.6662292480469
2026-02-12,457.9188537597656
2026-02-13,460.9183044433594
2026-02-16,465.66748046875
2026-02-17,460.368408203125
2026-02-18,469.41680908203125
2026-02-19,479.0
2026-02-20,467.6000061035156
