date,value
2026-01-02,30.256999969482422
2026-01-05,30.65999984741211
2026-01-06,31.075000762939453
2026-01-07,30.929000854492188
2026-01-08,30.698999404907227
2026-01-09,31.21500015258789
2026-01-12,31.479999542236328
2026-01-13,31.280000686645508
2026-01-14,31.280000686645508
2026-01-15,31.52899932861328
2026-01-16,31.65999984741211
2026-01-20,30.8700008392334
2026-01-21,31.280000686645508
2026-01-22,31.549999237060547
2026-01-23,31.868999481201172
2026-01-26,31.889999389648438
2026-01-27,32.5099983215332
2026-01-28,32.525001525878906
2026-01-29,32.42499923706055
2026-01-30,31.929000854492188
