date,value
2026-01-02,30.860000610351562
2026-01-05,32.16999816894531
2026-01-06,35.65999984741211
2026-01-07,35.88999938964844
2026-01-08,33.86000061035156
2026-01-09,34.29999923706055
2026-01-12,33.84000015258789
2026-01-13,39.599998474121094
2026-01-14,40.58000183105469
2026-01-15,39.36000061035156
2026-01-16,41.83000183105469
2026-01-20,43.0
2026-01-21,49.810001373291016
2026-01-22,51.869998931884766
2026-01-23,48.709999084472656
2026-01-26,47.9900016784668
2026-01-27,45.45000076293945
2026-01-28,45.29999923706055
2026-01-29,46.86000061035156
2026-01-30,44.06999969482422
2026-02-02,42.54999923706055
2026-02-03,42.20000076293945
2026-02-04,42.77000045776367
2026-02-05,40.869998931884766
2026-02-06,41.0099983215332
2026-02-09,41.95000076293945
2026-02-10,41.994998931884766
2026-02-11,40.5099983215332
2026-02-12,40.11000061035156
2026-02-13,42.22999954223633
2026-02-17,43.93000030517578
2026-02-18,46.599998474121094
2026-02-19,49.70000076293945
2026-02-20,49.869998931884766
2026-02-23,50.290000915527344
2026-02-24,50.52000045776367
2026-02-25,51.369998931884766
2026-02-26,51.709999084472656
2026-02-27,53.56999969482422
2026-03-02,52.845001220703125
2026-03-03,49.83000183105469
2026-03-04,57.79999923706055
2026-03-05,53.83000183105469
2026-03-06,52.52000045776367
2026-03-09,55.7400016784668
2026-03-10,54.97999954223633
2026-03-11,55.970001220703125
2026-03-12,53.38999938964844
2026-03-13,52.560001373291016
2026-03-16,53.310001373291016
2026-03-17,53.93000030517578
2026-03-18,52.400001525878906
2026-03-19,52.369998931884766
2026-03-20,51.380001068115234
2026-03-23,51.279998779296875
2026-03-24,51.34000015258789
2026-03-25,53.540000915527344
2026-03-26,53.56999969482422
2026-03-27,49.560001373291016
2026-03-30,48.22999954223633
